Name,Latitude,Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Fordham,40.86099679638654,-73.89642655981623,Fresh Frutii,40.86172173610795,-73.89868241533442,Juice Bar
Fordham,40.86099679638654,-73.89642655981623,188 Bakery Cuchifritos,40.861601957429656,-73.89831076218098,Latin American Restaurant
Fordham,40.86099679638654,-73.89642655981623,Pollo Campero,40.86096,-73.897599,Fried Chicken Joint
Fordham,40.86099679638654,-73.89642655981623,Paradise Theater,40.86049894842506,-73.89846324920653,Music Venue
Fordham,40.86099679638654,-73.89642655981623,Best Italian Pizza,40.86247494823356,-73.89689810209401,Pizza Place
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness Fordham,40.85939854209763,-73.89844296398725,Gym
Fordham,40.86099679638654,-73.89642655981623,Fordham Restaurant,40.86273352895031,-73.89677774336448,Diner
Fordham,40.86099679638654,-73.89642655981623,Blink Fitness,40.859481537820926,-73.89851990466835,Gym / Fitness Center
Fordham,40.86099679638654,-73.89642655981623,Gap Outlet,40.86207189310108,-73.89501775851146,Clothing Store
Fordham,40.86099679638654,-73.89642655981623,Finish Line,40.861846053187726,-73.89519766734338,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,SKECHERS Factory Outlet,40.86218944268527,-73.89415526772524,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,Fordham Fried Chicken & Seafood Inc,40.861631431174374,-73.89823093356438,Fried Chicken Joint
Fordham,40.86099679638654,-73.89642655981623,Modell's Sporting Goods,40.862191,-73.895204,Sporting Goods Shop
Fordham,40.86099679638654,-73.89642655981623,Foot Locker,40.862099,-73.8962513,Shoe Store
Fordham,40.86099679638654,-73.89642655981623,GameStop,40.86207718190255,-73.89759619153162,Video Game Store
Fordham,40.86099679638654,-73.89642655981623,Baskin Robbins Bronx,40.859725301922786,-73.89726689544588,Bakery
Fordham,40.86099679638654,-73.89642655981623,Verizon,40.8626826,-73.8977294,Mobile Phone Shop
Fordham,40.86099679638654,-73.89642655981623,The Vitamin Shoppe,40.8625396,-73.8944199,Supplement Shop
Fordham,40.86099679638654,-73.89642655981623,SUBWAY,40.860865007521355,-73.89796948060076,Sandwich Place
Fordham,40.86099679638654,-73.89642655981623,T-Mobile,40.861634570867864,-73.89419489541069,Mobile Phone Shop
Fordham,40.86099679638654,-73.89642655981623,AEO Factory & Aerie Store,40.861945,-73.895518,Clothing Store
Fordham,40.86099679638654,-73.89642655981623,Chase Bank,40.86211163974708,-73.89808841049671,Bank
Fordham,40.86099679638654,-73.89642655981623,The Children's Place,40.86239490594743,-73.89758634176235,Kids Store
Fordham,40.86099679638654,-73.89642655981623,TD Bank,40.8622147,-73.8976788,Bank
Fordham,40.86099679638654,-73.89642655981623,Chase Bank,40.86237433228741,-73.89553427696228,Bank
Fordham,40.86099679638654,-73.89642655981623,Claire's,40.862186371503455,-73.89545825563734,Accessories Store
Fordham,40.86099679638654,-73.89642655981623,Capital One Bank,40.86260253924698,-73.89793753623962,Bank
Fordham,40.86099679638654,-73.89642655981623,Planet Fitness,40.86261880907894,-73.89439013170312,Gym / Fitness Center
Fordham,40.86099679638654,-73.89642655981623,Duane Reade,40.86208985,-73.8944704,Pharmacy
Fordham,40.86099679638654,-73.89642655981623,P.C. Richard & Son,40.86280495149502,-73.89712909487574,Electronics Store
Fordham,40.86099679638654,-73.89642655981623,KFC,40.862455242170874,-73.89433861307664,Fast Food Restaurant
Fordham,40.86099679638654,-73.89642655981623,Burger King,40.86258428271915,-73.89618068933487,Fast Food Restaurant
Fordham,40.86099679638654,-73.89642655981623,24 Hour Fitness,40.86259253376029,-73.89723268856744,Gym / Fitness Center
Fordham,40.86099679638654,-73.89642655981623,Marshalls,40.8627052,-73.8973855,Department Store
Greenpoint,40.7302009848647,-73.95424093127393,goodyoga,40.7300096443983,-73.95616742816873,Yoga Studio
Greenpoint,40.7302009848647,-73.95424093127393,Sunshine Laundry & Pinball Emporium,40.7293178142063,-73.9535637531202,Laundry Service
Greenpoint,40.7302009848647,-73.95424093127393,Karczma,40.730101974807546,-73.95509198443229,Polish Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Oxomoco,40.72998107593486,-73.95546049139082,Mexican Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Citroën,40.731173193581775,-73.95452252962613,French Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Friducha,40.731512,-73.954281,Mexican Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Early,40.732069,-73.954721,Café
Greenpoint,40.7302009848647,-73.95424093127393,Black Rabbit,40.73005701987417,-73.95658766171472,Bar
Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn Craft Company,40.730356781664725,-73.9531389191909,Arts & Crafts Store
Greenpoint,40.7302009848647,-73.95424093127393,Chiko,40.731871,-73.954369,Sushi Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Fornino,40.72895139078759,-73.95386181678641,Pizza Place
Greenpoint,40.7302009848647,-73.95424093127393,The Garden,40.73075955089971,-73.95450192435896,Grocery Store
Greenpoint,40.7302009848647,-73.95424093127393,IncrediPole,40.73183806374288,-73.9550688958426,Gymnastics Gym
Greenpoint,40.7302009848647,-73.95424093127393,Cafe Riviera,40.728513705692265,-73.95347725897479,Café
Greenpoint,40.7302009848647,-73.95424093127393,Pelicana Chicken,40.731452410096246,-73.95450966745076,Fried Chicken Joint
Greenpoint,40.7302009848647,-73.95424093127393,Captured Tracks,40.72841660515447,-73.95278084064341,Record Shop
Greenpoint,40.7302009848647,-73.95424093127393,The Brew Inn,40.731031,-73.954191,Gastropub
Greenpoint,40.7302009848647,-73.95424093127393,Rzeszowska Bakery,40.73169700683398,-73.954432692519,Bakery
Greenpoint,40.7302009848647,-73.95424093127393,Jungle Cafe,40.730201,-73.954761,Vegetarian / Vegan Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Freckle,40.72999058274405,-73.95712852478027,Spa
Greenpoint,40.7302009848647,-73.95424093127393,Adelina's,40.730301301138475,-73.95335193287592,Italian Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,God Bless USA Deli,40.728267182331756,-73.95338411193785,Deli / Bodega
Greenpoint,40.7302009848647,-73.95424093127393,Black Pearl Nails,40.73038246968207,-73.95271559725705,Spa
Greenpoint,40.7302009848647,-73.95424093127393,Master Piece Vape & Smoke Shop,40.73226733877689,-73.95478366033807,Vape Store
Greenpoint,40.7302009848647,-73.95424093127393,Mr. Berry,40.72998958855696,-73.95413898249976,Fruit & Vegetable Store
Greenpoint,40.7302009848647,-73.95424093127393,Upright Coffee,40.72933199515132,-73.9538915154595,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Sakura 6,40.72880445934397,-73.95368298528952,Sushi Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Café de Colombia,40.730526,-73.951822,Coffee Shop
Greenpoint,40.7302009848647,-73.95424093127393,Ott,40.732350431719375,-73.95452501167034,Thai Restaurant
Greenpoint,40.7302009848647,-73.95424093127393,Brooklyn-Queens Border,40.73033963685449,-73.9515415355313,Other Great Outdoors
Greenpoint,40.7302009848647,-73.95424093127393,Kimchee Market,40.7304403691395,-73.95185375342723,Grocery Store
Greenpoint,40.7302009848647,-73.95424093127393,CTown Supermarkets,40.73193745347516,-73.95460184188514,Grocery Store
Brooklyn Heights,40.695863722724084,-73.99378225496424,Brooklyn Historical Society,40.69494199303208,-73.9923327785124,History Museum
Brooklyn Heights,40.695863722724084,-73.99378225496424,Emack & Bolio's,40.69498681812447,-73.99494566375725,Ice Cream Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Dellarocco's,40.69499209990746,-73.99592429396137,Pizza Place
Brooklyn Heights,40.695863722724084,-73.99378225496424,Sushi Gallery,40.69759512293347,-73.99323607647035,Sushi Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Area Yoga & Spa,40.69456810543555,-73.99351424019754,Yoga Studio
Brooklyn Heights,40.695863722724084,-73.99378225496424,Lassen & Hennigs,40.69497028956407,-73.99485733614807,Deli / Bodega
Brooklyn Heights,40.695863722724084,-73.99378225496424,Iron Chef House,40.697405738767394,-73.99256031665585,Japanese Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Clark's Restaurant,40.69753293863099,-73.9930435186682,Diner
Brooklyn Heights,40.695863722724084,-73.99378225496424,Saketumi Asian Bistro,40.694909513391174,-73.99457785175119,Asian Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Bikram Yoga Brooklyn Heights,40.69502123495768,-73.99516564418366,Yoga Studio
Brooklyn Heights,40.695863722724084,-73.99378225496424,Lantern Thai Kitchen,40.69516848345413,-73.99562112798172,Thai Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Brooklyn Cat Cafe,40.6951783560155,-73.99628072977066,Pet Store
Brooklyn Heights,40.695863722724084,-73.99378225496424,Hanco's,40.69462392048658,-73.99345733338255,Vietnamese Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Yoga People,40.694379125402826,-73.99280157816152,Yoga Studio
Brooklyn Heights,40.695863722724084,-73.99378225496424,Michael-Towne Wines And Spirits,40.697624809194366,-73.99288255899214,Wine Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,AT&T,40.69421809823858,-73.99291187524801,Mobile Phone Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Five Guys,40.69464577757514,-73.99381926824576,Burger Joint
Brooklyn Heights,40.695863722724084,-73.99378225496424,Penny Bridge,40.69743344473067,-73.99264470885065,Deli / Bodega
Brooklyn Heights,40.695863722724084,-73.99378225496424,The Heights Salon,40.694667464664036,-73.9939305705351,Cosmetics Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Brooklyn Pilates,40.69436313224332,-73.99295240082523,Pilates Studio
Brooklyn Heights,40.695863722724084,-73.99378225496424,Le Pain Quotidien,40.69510069703266,-73.99454265832895,Bakery
Brooklyn Heights,40.695863722724084,-73.99378225496424,European Wax Center,40.69469946447693,-73.99415068928433,Health & Beauty Service
Brooklyn Heights,40.695863722724084,-73.99378225496424,Ozu Japanese Cuisine & Lounge,40.697513,-73.993369,Asian Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,B.GOOD,40.69469669607069,-73.99380026153258,Fast Food Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Heights Vision Center,40.69471323348108,-73.994050784118,Optical Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Häagen-Dazs,40.69489337349156,-73.99450244255726,Ice Cream Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Chipotle Mexican Grill,40.694349307551605,-73.99183062392524,Mexican Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,James Weir Floral,40.694669,-73.993148,Flower Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Kiehl's,40.694656,-73.99451772883606,Cosmetics Shop
Brooklyn Heights,40.695863722724084,-73.99378225496424,Pinto,40.694758432958814,-73.994280065657,Thai Restaurant
Brooklyn Heights,40.695863722724084,-73.99378225496424,Montague Wine & Spirits,40.69528101567161,-73.99619777391234,Wine Shop
