Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
Woodside,40.74634908860222,-73.90184166838284,Sweet Basil Thai,40.74648420263391,-73.90303279550324,Thai Restaurant
Woodside,40.74634908860222,-73.90184166838284,Stop Inn,40.745526330272696,-73.90347626719475,Diner
Woodside,40.74634908860222,-73.90184166838284,Red Ribbon,40.745899237512155,-73.89901100952764,Bakery
Woodside,40.74634908860222,-73.90184166838284,Dunkin',40.745428691891426,-73.90298936592939,Donut Shop
Woodside,40.74634908860222,-73.90184166838284,Hair Village & Spa,40.7459007287776,-73.90110036935131,Spa
Woodside,40.74634908860222,-73.90184166838284,Saints and Sinners,40.7455002318339,-73.9042508703017,Pub
Woodside,40.74634908860222,-73.90184166838284,F. Ottomanelli Burgers and Belgian Fries,40.745027624845875,-73.90407788526826,Burger Joint
Woodside,40.74634908860222,-73.90184166838284,Blue Cups Cafe,40.74745807426534,-73.9026118109631,Coffee Shop
Woodside,40.74634908860222,-73.90184166838284,Matsuri,40.745625896247105,-73.90338725268603,Japanese Restaurant
Woodside,40.74634908860222,-73.90184166838284,Fresh n Save Marketplace,40.7458420455897,-73.90184003744078,Grocery Store
Woodside,40.74634908860222,-73.90184166838284,T-Mobile,40.746081829201756,-73.90019049465081,Mobile Phone Shop
Woodside,40.74634908860222,-73.90184166838284,Veggie Monster,40.745064954651276,-73.90363974206427,Grocery Store
Woodside,40.74634908860222,-73.90184166838284,Baskin-Robbins,40.74517291346844,-73.90339892092523,Ice Cream Shop
Woodside,40.74634908860222,-73.90184166838284,Jin's Big Apple,40.74553376651552,-73.90405734757145,Gourmet Shop
Woodside,40.74634908860222,-73.90184166838284,Dollar & Up Fruits & Vegetables,40.74583995073963,-73.90239313216858,Fruit & Vegetable Store
Woodside,40.74634908860222,-73.90184166838284,Pollos a La Brasa Mario,40.74497395017744,-73.90255498000465,Latin American Restaurant
Woodside,40.74634908860222,-73.90184166838284,Inthira Thai Market,40.74638523360637,-73.89965309794127,Gourmet Shop
Woodside,40.74634908860222,-73.90184166838284,Bravo Supermarkets,40.7458824999674,-73.8990037501957,Grocery Store
Woodside,40.74634908860222,-73.90184166838284,Rite Aid,40.74468232912069,-73.90370696783066,Pharmacy
Woodside,40.74634908860222,-73.90184166838284,Food Dynasty,40.74580949196776,-73.90173679750562,Grocery Store
Woodside,40.74634908860222,-73.90184166838284,LIRR - Woodside Station,40.74565589553833,-73.902256357753,Train Station
Woodside,40.74634908860222,-73.90184166838284,Hair Village,40.74589970985049,-73.901102837434,Salon / Barbershop
Woodside,40.74634908860222,-73.90184166838284,Station Bar,40.74587129817173,-73.90331977031947,Bar
Woodside,40.74634908860222,-73.90184166838284,Subway,40.74557684753497,-73.90341708924439,Sandwich Place
Woodside,40.74634908860222,-73.90184166838284,Duane Reade,40.74528644174309,-73.90423579151502,Pharmacy
Woodside,40.74634908860222,-73.90184166838284,Hacienda Anna,40.74581265449524,-73.90265958333333,Mexican Restaurant
Woodside,40.74634908860222,-73.90184166838284,JC Wine & Spirits,40.745506412410684,-73.90344134427058,Wine Shop
Woodside,40.74634908860222,-73.90184166838284,Woodside Sports,40.74594269440911,-73.8999367616843,Men's Store
Jackson Heights,40.75198138007367,-73.88282109164365,Oceanic Boil,40.749952326860104,-73.88190264370934,Cajun / Creole Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Downtown Natural Market,40.750045874212105,-73.88240697837537,Grocery Store
Jackson Heights,40.75198138007367,-73.88282109164365,Pollos a la Brasa Mario,40.74980641853157,-73.88324280348476,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,La Picada Azuaya,40.75014003333333,-73.881775,Spanish Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,El Chivito D' Oro,40.74983274151265,-73.88237605371638,South American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Las Margaritas,40.749886108875145,-73.88255340825232,Latin American Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Saw Shack,40.750008818255026,-73.88186659989665,Asian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Don Alex Restaurant,40.749881947134114,-73.88212120723138,Peruvian Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Barriles Restaurant and Sports bar,40.74988738997063,-73.88286321234587,Spanish Restaurant
Jackson Heights,40.75198138007367,-73.88282109164365,Rite Aid,40.750022500100464,-73.88397663831705,Pharmacy
Elmhurst,40.744048505122024,-73.88165622288388,Eim Khao Mun Kai Elmhurst อิ่ม ข้าวมันไก่เอ็มเฮิสท์,40.74301419509326,-73.8830565603355,Thai Restaurant
Elmhurst,40.744048505122024,-73.88165622288388,Lamoon,40.74285049616352,-73.88291281240058,Thai Restaurant
Elmhurst,40.744048505122024,-73.88165622288388,iCook Hotpot,40.743192320724134,-73.88334775044824,Hotpot Restaurant
Elmhurst,40.744048505122024,-73.88165622288388,Paet Rio,40.743280840486484,-73.88352539348799,Thai Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Lenny's Clam Bar,40.65574925807263,-73.83900434409004,Seafood Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Prima Pasta & Cafe,40.65438500803745,-73.83909340122082,Italian Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Old Country Bagel,40.65348394757553,-73.83857560968974,Bagel Shop
Howard Beach,40.65422527738487,-73.8381376460028,Popeyes Louisiana Kitchen,40.654626749664985,-73.83898513367747,Fried Chicken Joint
Howard Beach,40.65422527738487,-73.8381376460028,Brothers Ravioli,40.655281880700706,-73.83899102478131,Italian Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Kids 'N Shape,40.653422950464716,-73.83882224537214,Gym / Fitness Center
Howard Beach,40.65422527738487,-73.8381376460028,Saffron Tapas Restaurant,40.65422879327231,-73.83897742772234,Tapas Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Howard Beach Bagel Cafe,40.65249339985788,-73.83861717235513,Bagel Shop
Howard Beach,40.65422527738487,-73.8381376460028,Carvel Ice Cream,40.65211980363723,-73.83843735297202,Ice Cream Shop
Howard Beach,40.65422527738487,-73.8381376460028,Dunkin',40.652157068625705,-73.83869825491087,Donut Shop
Howard Beach,40.65422527738487,-73.8381376460028,Hagane,40.65578638078417,-73.83910802522121,Japanese Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Burger King,40.65448498240821,-73.83917033672333,Fast Food Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,Mmm That's A Wrap,40.65219634769242,-73.83855358292841,Sandwich Place
Howard Beach,40.65422527738487,-73.8381376460028,Empire Buffet,40.65448296385855,-73.83834313171272,Chinese Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,TD Bank,40.653911148421436,-73.83897453546524,Bank
Howard Beach,40.65422527738487,-73.8381376460028,Santander Bank,40.65307131416244,-73.83880041104516,Bank
Howard Beach,40.65422527738487,-73.8381376460028,Amazing Lash Studio,40.65294068411274,-73.83875729571821,Health & Beauty Service
Howard Beach,40.65422527738487,-73.8381376460028,East Meets West,40.65488906170492,-73.83916006378556,Chinese Restaurant
Howard Beach,40.65422527738487,-73.8381376460028,"MTABus Q21, Q41, Q52, Q53, QM16, QM17 (Cross Bay Blvd/163rd Ave)",40.652557373046875,-73.83840942382812,Bus Station
Howard Beach,40.65422527738487,-73.8381376460028,The Office,40.65237878523692,-73.83868023850633,Café
Howard Beach,40.65422527738487,-73.8381376460028,Optical Illusions,40.6561395,-73.8386921,Doctor's Office
Howard Beach,40.65422527738487,-73.8381376460028,Old Mill Yacht Club,40.651984,-73.837982,Sports Club
Corona,40.74238175015667,-73.85682497345258,The Lemon Ice King of Corona,40.743190534274085,-73.85499497513518,Ice Cream Shop
Corona,40.74238175015667,-73.85682497345258,Park Side,40.74366966519212,-73.85584371341943,Italian Restaurant
Corona,40.74238175015667,-73.85682497345258,Cienega Las Tlayudas de Oaxaca Mexican Cuisine,40.74372233746766,-73.85766131779098,Mexican Restaurant
Corona,40.74238175015667,-73.85682497345258,Corona Pizza (Il Forno),40.74333969598313,-73.8550847854009,Pizza Place
Corona,40.74238175015667,-73.85682497345258,El Palacio De Las Empanadas,40.74267358635997,-73.85469959735143,South American Restaurant
Corona,40.74238175015667,-73.85682497345258,Mi Cocina,40.743654514453574,-73.85610615537817,Mexican Restaurant
Corona,40.74238175015667,-73.85682497345258,7-Eleven,40.7432547391263,-73.8553784876331,Convenience Store
Corona,40.74238175015667,-73.85682497345258,Don Alex Restaurant,40.743598884126186,-73.85630428505847,Restaurant
Corona,40.74238175015667,-73.85682497345258,Subway,40.74236492974477,-73.85425119222351,Sandwich Place
Corona,40.74238175015667,-73.85682497345258,Dunkin',40.74214736206114,-73.85406081345093,Donut Shop
Corona,40.74238175015667,-73.85682497345258,William F. Moore Park ('Spaghetti Park'),40.74366612654736,-73.85544311114131,Park
Forest Hills,40.72526378216503,-73.84447500788983,Yellowstone Park Sledding Hill,40.7263887908077,-73.84688973426819,Playground
Kew Gardens,40.7051790354148,-73.82981905825703,Tu Casa Restaurant,40.706112585751946,-73.83158644780553,South American Restaurant
Kew Gardens,40.7051790354148,-73.82981905825703,Tikka Indian Grill,40.70587364181698,-73.83094233462995,Indian Restaurant
Kew Gardens,40.7051790354148,-73.82981905825703,Alba's Grocery & Deli,40.706002275532,-73.83136124820884,Deli / Bodega
Kew Gardens,40.7051790354148,-73.82981905825703,The Venue,40.705805,-73.830967,New American Restaurant
Kew Gardens,40.7051790354148,-73.82981905825703,New China Fresh,40.705968055799076,-73.83113436243129,Chinese Restaurant
Kew Gardens,40.7051790354148,-73.82981905825703,Joy Nail Spa,40.70615691899099,-73.83187100240707,Cosmetics Shop
Kew Gardens,40.7051790354148,-73.82981905825703,Hangar 11 Bar & Grill,40.7060786158998,-73.83144928945858,Bar
Richmond Hill,40.69794731471763,-73.83183321446887,Alfie's Pizza,40.69986036500267,-73.83251858445236,Pizza Place
Richmond Hill,40.69794731471763,-73.83183321446887,Kaieteur Restaurant,40.69956989231225,-73.83079342640727,Caribbean Restaurant
Richmond Hill,40.69794731471763,-73.83183321446887,Crunch - Richmond Hill,40.69856739999999,-73.8337737,Gym / Fitness Center
Richmond Hill,40.69794731471763,-73.83183321446887,The Classic Diner,40.700039391718455,-73.83152051351573,Diner
Richmond Hill,40.69794731471763,-73.83183321446887,Crazy Willy's,40.69956267562657,-73.83227479195455,Latin American Restaurant
Richmond Hill,40.69794731471763,-73.83183321446887,Caribbean Cabana,40.69907265775512,-73.83331633531554,Lounge
Richmond Hill,40.69794731471763,-73.83183321446887,Mi Casa Bar & Restaurant,40.699400655375136,-73.832631001499,Latin American Restaurant
Richmond Hill,40.69794731471763,-73.83183321446887,Chase Bank,40.698384,-73.834178,Bank
Richmond Hill,40.69794731471763,-73.83183321446887,Dollar Tree,40.6987081632653,-73.8340451020408,Discount Store
Richmond Hill,40.69794731471763,-73.83183321446887,Subway,40.699834007781696,-73.83114680283337,Sandwich Place
Richmond Hill,40.69794731471763,-73.83183321446887,Key Food,40.69915671859284,-73.83035473964,Supermarket
Richmond Hill,40.69794731471763,-73.83183321446887,Capital One Bank,40.6987745,-73.8333583,Bank
Richmond Hill,40.69794731471763,-73.83183321446887,Girasol Bakery,40.69895990075644,-73.83386841929784,Spanish Restaurant
Richmond Hill,40.69794731471763,-73.83183321446887,Golden Chopstick Chinese Food,40.69947388019503,-73.8304969322277,Chinese Restaurant
Flushing,40.76445419697846,-73.83177300329582,Debasaki,40.764851521130126,-73.83176733519196,Korean Restaurant
Flushing,40.76445419697846,-73.83177300329582,Bodhi Fitness Center,40.763665846982555,-73.83321052169947,Gym
Flushing,40.76445419697846,-73.83177300329582,Quaker Meeting House,40.763127877567435,-73.83052804358613,Church
Flushing,40.76445419697846,-73.83177300329582,Flushing Town Hall,40.763623167949845,-73.83013898652432,Performing Arts Venue
Flushing,40.76445419697846,-73.83177300329582,New York Badminton Center,40.76529959854244,-73.83443777007867,Gym / Fitness Center
Flushing,40.76445419697846,-73.83177300329582,Hunan House Chinese Restaurant,40.763450414044854,-73.82981813739865,Chinese Restaurant
Flushing,40.76445419697846,-73.83177300329582,Carom Cafe Billiards,40.7661544623852,-73.83143071082816,Pool Hall
Flushing,40.76445419697846,-73.83177300329582,Ming Xing BBQ,40.76389028537949,-73.83155010785148,Asian Restaurant
Flushing,40.76445419697846,-73.83177300329582,Marco LaGuardia Hotel by Lexington,40.76356716962587,-73.83104794108021,Hotel
Flushing,40.76445419697846,-73.83177300329582,Yumcha Yoga,40.76457449948219,-73.83185816987397,Yoga Studio
Flushing,40.76445419697846,-73.83177300329582,Mamak House,40.76377513304329,-73.83149530640749,Malay Restaurant
Flushing,40.76445419697846,-73.83177300329582,The UPS Store,40.764167866675756,-73.83142338773155,Shipping Store
Flushing,40.76445419697846,-73.83177300329582,Moon Café,40.76319647608123,-73.83083471603518,Café
Flushing,40.76445419697846,-73.83177300329582,Magna Restaurant,40.763641385300986,-73.83123608774204,Italian Restaurant
Flushing,40.76445419697846,-73.83177300329582,Sun Spa,40.76310254490778,-73.83058883042285,Massage Studio
Flushing,40.76445419697846,-73.83177300329582,FLOW,40.763592,-73.83141,Lounge
Flushing,40.76445419697846,-73.83177300329582,Joo Mak Gol Korean Restaurant,40.763729,-73.831496,Food
Flushing,40.76445419697846,-73.83177300329582,Joomakgol (주막골),40.76369620214061,-73.8312378602101,Korean Restaurant
Flushing,40.76445419697846,-73.83177300329582,Steam Kung Fu,40.763253,-73.829738,Cantonese Restaurant
Flushing,40.76445419697846,-73.83177300329582,Easy Kitchen & Bath Inc.,40.763661,-73.83446,Furniture / Home Store
Long Island City,40.75021734610528,-73.93920223915505,Hilton Garden Inn New York Long Island City/Manhattan View,40.75021553477981,-73.93688589334488,Hotel
Long Island City,40.75021734610528,-73.93920223915505,Etto Espresso Bar,40.74870263866801,-73.94068910937959,Coffee Shop
Long Island City,40.75021734610528,-73.93920223915505,The Baroness Bar,40.75158244595828,-73.93966444998067,Bar
Long Island City,40.75021734610528,-73.93920223915505,Baker House Market,40.75213718761477,-73.93923493977574,Convenience Store
Long Island City,40.75021734610528,-73.93920223915505,Clever Blend Lic,40.750228255772456,-73.93960758219154,Coffee Shop
Long Island City,40.75021734610528,-73.93920223915505,Waheyo,40.749947091373215,-73.93942677841457,Mexican Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Chip,40.75006923486371,-73.94083142280579,Dessert Shop
Long Island City,40.75021734610528,-73.93920223915505,Gordo's Cantina,40.751069128923255,-73.94071890915997,Mexican Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Olives Organic Market,40.749416461001225,-73.94050058774842,Deli / Bodega
Long Island City,40.75021734610528,-73.93920223915505,Courtyard Long Island City/New York Manhattan View,40.750063,-73.937074,Hotel
Long Island City,40.75021734610528,-73.93920223915505,Packard Cafe & Grill,40.751156423431155,-73.93993653131865,Café
Long Island City,40.75021734610528,-73.93920223915505,Sweetleaf,40.74853679447502,-73.93878657878295,Coffee Shop
Long Island City,40.75021734610528,-73.93920223915505,Aloft Long Island City-Manhattan View,40.7482794,-73.9398239,Hotel
Long Island City,40.75021734610528,-73.93920223915505,RESOBOX,40.75103691709408,-73.93910170039331,Café
Long Island City,40.75021734610528,-73.93920223915505,Triple Shot World Atlas,40.750256135169806,-73.93959054726801,Coffee Shop
Long Island City,40.75021734610528,-73.93920223915505,Raj's Indian Kitchen,40.74997632892085,-73.93926056994543,Indian Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Möge Tee,40.749792,-73.941389,Bubble Tea Shop
Long Island City,40.75021734610528,-73.93920223915505,Q4 Hotel,40.74955997525312,-73.93768766129769,Hostel
Long Island City,40.75021734610528,-73.93920223915505,US Post Office,40.750828516537474,-73.94075731874317,Post Office
Long Island City,40.75021734610528,-73.93920223915505,Peet’s Coffee,40.751546,-73.938668,Coffee Shop
Long Island City,40.75021734610528,-73.93920223915505,MetLife Gym,40.75034016256897,-73.93923941029905,Gym
Long Island City,40.75021734610528,-73.93920223915505,Chase Bank,40.7507926,-73.9394866,Bank
Long Island City,40.75021734610528,-73.93920223915505,Oro Restaurant and Lounge,40.751803,-73.939319,Italian Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.750899398023066,-73.93964693864041,Donut Shop
Long Island City,40.75021734610528,-73.93920223915505,Packard Square,40.75161094723286,-73.94058764889097,Residential Building (Apartment / Condo)
Long Island City,40.75021734610528,-73.93920223915505,T-Mobile,40.75152817059678,-73.94115567361075,Mobile Phone Shop
Long Island City,40.75021734610528,-73.93920223915505,Chickpea,40.74964397330064,-73.93925216272157,Mediterranean Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Momento,40.75069681897997,-73.94000456217405,Mexican Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Dunkin',40.75001860771349,-73.93979790270174,Donut Shop
Long Island City,40.75021734610528,-73.93920223915505,Plaza Panini Cafe,40.750332,-73.940468,Café
Long Island City,40.75021734610528,-73.93920223915505,Plaza Express Deli & Grill,40.750273044070944,-73.93969304892327,Deli / Bodega
Long Island City,40.75021734610528,-73.93920223915505,Cranberry,40.74910247104244,-73.9392097699285,Deli / Bodega
Long Island City,40.75021734610528,-73.93920223915505,Checkers,40.749915744400354,-73.93966167361066,Fast Food Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Subway,40.7499421276652,-73.93927551561053,Sandwich Place
Long Island City,40.75021734610528,-73.93920223915505,First Stop Bar&Grill,40.750213408846015,-73.93956686305054,Bar
Long Island City,40.75021734610528,-73.93920223915505,Gotham Fresh Foods,40.74993107533323,-73.93923603639142,American Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Dutch Kills Green,40.749612107200356,-73.93730530533502,Park
Long Island City,40.75021734610528,-73.93920223915505,Lucky Pizza,40.75017327776553,-73.93949009522633,Pizza Place
Long Island City,40.75021734610528,-73.93920223915505,Comfort Inn,40.750042,-73.941414,Hotel
Long Island City,40.75021734610528,-73.93920223915505,MetLife LIC Cafe,40.7511381446393,-73.93813553629161,Café
Long Island City,40.75021734610528,-73.93920223915505,S & A Wines & Spirits,40.75003672372753,-73.93949031829834,Liquor Store
Long Island City,40.75021734610528,-73.93920223915505,Halal Cart,40.74903089402463,-73.9404797787798,Food Truck
Long Island City,40.75021734610528,-73.93920223915505,Dumpling D'or,40.750828,-73.939545,Dumpling Restaurant
Long Island City,40.75021734610528,-73.93920223915505,Koufuku Mart,40.74883,-73.941025,Supermarket
Sunnyside,40.74017628351924,-73.92691617561577,Nita's European Bakery,40.73968122217404,-73.92476940874033,Bakery
Sunnyside,40.74017628351924,-73.92691617561577,Ten Full Chinese,40.74000627173716,-73.9250860394811,Chinese Restaurant
Sunnyside,40.74017628351924,-73.92691617561577,China Garden,40.74196662199372,-73.9257191253221,Chinese Restaurant
Sunnyside,40.74017628351924,-73.92691617561577,Papa John's Pizza,40.7395438868585,-73.92464733880382,Pizza Place
Sunnyside,40.74017628351924,-73.92691617561577,Cooldown Juice,40.741810021202355,-73.92622581352087,Juice Bar
Sunnyside,40.74017628351924,-73.92691617561577,Ha Laundromat,40.73998021736207,-73.92525876391471,Laundromat
Sunnyside,40.74017628351924,-73.92691617561577,One Dream Sound,40.73983132839203,-73.92803728580475,Electronics Store
Sunnyside,40.74017628351924,-73.92691617561577,LAUNDROMAT,40.74184,-73.92587,Laundromat
Sunnyside,40.74017628351924,-73.92691617561577,Deli-ght,40.739819,-73.924353,Deli / Bodega
Sunnyside,40.74017628351924,-73.92691617561577,Crust NYC Pizzeria,40.742123,-73.92626,Pizza Place
Sunnyside,40.74017628351924,-73.92691617561577,Cypriana,40.742135244809745,-73.92836221182026,Diner
Maspeth,40.725427374093606,-73.89621713626859,Rosa's Pizza,40.72686299417401,-73.89551730598838,Pizza Place
Maspeth,40.725427374093606,-73.89621713626859,Iavarone Bros.,40.7258989157838,-73.89506489038467,Gourmet Shop
Maspeth,40.725427374093606,-73.89621713626859,Joey's Pizza,40.726224144417756,-73.89517217874527,Pizza Place
Maspeth,40.725427374093606,-73.89621713626859,Good Eats Diner,40.72643679285672,-73.89440158262548,Diner
Maspeth,40.725427374093606,-73.89621713626859,Glendale Bake Shop,40.726481395697554,-73.89468009608129,Bakery
Maspeth,40.725427374093606,-73.89621713626859,Dollar Tree,40.72594855438765,-73.8942754535615,Discount Store
Maspeth,40.725427374093606,-73.89621713626859,Sakura 7,40.724224290322006,-73.89865857617956,Sushi Restaurant
Maspeth,40.725427374093606,-73.89621713626859,Carvel,40.7264552,-73.894865,Ice Cream Shop
Maspeth,40.725427374093606,-73.89621713626859,Dunkin',40.72599051469027,-73.89492491842003,Donut Shop
Maspeth,40.725427374093606,-73.89621713626859,Chase Bank,40.72400232360066,-73.89842100441456,Bank
Maspeth,40.725427374093606,-73.89621713626859,Key Food,40.724792,-73.89681,Grocery Store
Maspeth,40.725427374093606,-73.89621713626859,Marketplace by Key Food,40.724543133501335,-73.89821491382719,Grocery Store
Maspeth,40.725427374093606,-73.89621713626859,Kago 99$ & UP,40.72646923333333,-73.89504565,Gift Shop
Maspeth,40.725427374093606,-73.89621713626859,Frontera Park,40.72478,-73.894968,Playground
Maspeth,40.725427374093606,-73.89621713626859,Q18 Bus Stop (69 St & Grand Ave),40.72569,-73.8952,Bus Stop
Maspeth,40.725427374093606,-73.89621713626859,Grand China,40.7267673856448,-73.89433287130339,Chinese Restaurant
Maspeth,40.725427374093606,-73.89621713626859,Patrizia's of Maspeth,40.726765,-73.89427,Italian Restaurant
Maspeth,40.725427374093606,-73.89621713626859,New Poland Delicatesen,40.726647369138135,-73.89409171667405,Deli / Bodega
Maspeth,40.725427374093606,-73.89621713626859,Stokes Cards & Gifts,40.72671218191874,-73.8941261673536,Gift Shop
Maspeth,40.725427374093606,-73.89621713626859,Sixty-Ninth St Beer Distributors,40.727403,-73.895335,Beer Store
Maspeth,40.725427374093606,-73.89621713626859,69th Street Beer Distributor,40.727545510982246,-73.89540963025958,Liquor Store
Maspeth,40.725427374093606,-73.89621713626859,Blossom Nail,40.72684011626702,-73.89395965567945,Cosmetics Shop
Ridgewood,40.70832315613858,-73.90143517559589,Joe's Restaurant,40.707452,-73.903355,Italian Restaurant
Ridgewood,40.70832315613858,-73.90143517559589,Platz Hardware True Value,40.70777942255283,-73.90364599073823,Hardware Store
Ridgewood,40.70832315613858,-73.90143517559589,A & D Grill & Deli,40.706492,-73.900182,Deli / Bodega
Ridgewood,40.70832315613858,-73.90143517559589,Palmetto Deli,40.70857197264171,-73.89855302911715,Deli / Bodega
Glendale,40.70276242967838,-73.87074167435605,Cook's Arts & Crafts Shoppe,40.70316969249906,-73.86783671477868,Arts & Crafts Store
Glendale,40.70276242967838,-73.87074167435605,Home Service Beer,40.703479178836645,-73.87139189958565,Food & Drink Shop
Glendale,40.70276242967838,-73.87074167435605,Sweet Rice,40.70348209924771,-73.87128697045206,Chinese Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Tiger Schulmann's Mixed Martial Arts,40.729543485568534,-73.86001888162345,Martial Arts Dojo
Rego Park,40.72897409480735,-73.8578268690537,the dinerbar,40.72918462944002,-73.85934906847199,American Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Avellino Ristorante & Pizzeria,40.72976798666398,-73.86045074006529,Italian Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Chidori Japanese Cuisine,40.72983751109504,-73.86024658786918,Sushi Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Chatime,40.72958615965278,-73.86009074431121,Bubble Tea Shop
Rego Park,40.72897409480735,-73.8578268690537,Don Alex,40.72983122475376,-73.86036503864946,Peruvian Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Chase Bank,40.729511,-73.859639,Bank
Rego Park,40.72897409480735,-73.8578268690537,Sato Sushi,40.72809700543784,-73.85789509296589,Japanese Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Sajni 026,40.72815642367541,-73.85798844788124,Indian Restaurant
Rego Park,40.72897409480735,-73.8578268690537,Vera Pharmacy,40.728514,-73.857543,Pharmacy
Rego Park,40.72897409480735,-73.8578268690537,Spartak Sports Club,40.73032129077331,-73.85613486984067,Gym / Fitness Center
Rego Park,40.72897409480735,-73.8578268690537,Lefrak Memorial Square,40.727461885969205,-73.85635884250435,Garden Center
Rego Park,40.72897409480735,-73.8578268690537,Lauras Beauty Touch,40.72732329999999,-73.8560186,Spa
Woodhaven,40.68988687915789,-73.8581104655432,Sal's Pizzeria,40.69155596306291,-73.85749670660209,Pizza Place
Woodhaven,40.68988687915789,-73.8581104655432,Bagel Bin,40.69152719959214,-73.85749910059357,Bagel Shop
Woodhaven,40.68988687915789,-73.8581104655432,Haven card shop,40.69155259385763,-73.85750258384896,Gift Shop
Woodhaven,40.68988687915789,-73.8581104655432,Marquee Video,40.691567636698146,-73.85752328885486,Video Store
Woodhaven,40.68988687915789,-73.8581104655432,Deegan's Wines & Liquors,40.69157606666667,-73.857472,Liquor Store
Woodhaven,40.68988687915789,-73.8581104655432,88 Deli & Grill,40.69155699460684,-73.85748341766161,Deli / Bodega
Woodhaven,40.68988687915789,-73.8581104655432,Double Happy,40.69160735430357,-73.85750741625176,Chinese Restaurant
Woodhaven,40.68988687915789,-73.8581104655432,Hallmark,40.69157232323861,-73.85749571246429,Gift Shop
Woodhaven,40.68988687915789,-73.8581104655432,Hong Kong Gourmet,40.68878826901215,-73.86003999769659,Chinese Restaurant
Ozone Park,40.680708468265415,-73.84320266173447,Ozone Pizzeria,40.680732739560426,-73.8425328646759,Pizza Place
Ozone Park,40.680708468265415,-73.84320266173447,Mia Halal Food,40.68000268652495,-73.84443760252918,Restaurant
Ozone Park,40.680708468265415,-73.84320266173447,Rite Aid,40.6800393,-73.8421896,Pharmacy
Ozone Park,40.680708468265415,-73.84320266173447,Zumba® Crossbay Blvd,40.678597973326845,-73.8440744271743,Gym
Ozone Park,40.680708468265415,-73.84320266173447,IHOP,40.681172809084394,-73.84125401986202,Breakfast Spot
Ozone Park,40.680708468265415,-73.84320266173447,Esquire Diner,40.67897505281432,-73.84372413892027,Diner
Ozone Park,40.680708468265415,-73.84320266173447,T-Mobile,40.680487,-73.841689,Mobile Phone Shop
Ozone Park,40.680708468265415,-73.84320266173447,Baskin-Robbins,40.68091112589659,-73.84502780331826,Ice Cream Shop
Ozone Park,40.680708468265415,-73.84320266173447,CVS pharmacy,40.6811774237265,-73.84173040910325,Pharmacy
Ozone Park,40.680708468265415,-73.84320266173447,Dunkin' Donuts/Baskin Robbins,40.681115101096395,-73.84511939194152,Donut Shop
Ozone Park,40.680708468265415,-73.84320266173447,Redbox,40.680742,-73.84223,Video Store
Ozone Park,40.680708468265415,-73.84320266173447,TD Bank,40.68044,-73.8412639,Bank
Ozone Park,40.680708468265415,-73.84320266173447,Libertad Restaurant,40.68078621327724,-73.8423730370561,Spanish Restaurant
Ozone Park,40.680708468265415,-73.84320266173447,Mattress Firm,40.679372,-73.844799,Mattress Store
Ozone Park,40.680708468265415,-73.84320266173447,Pc Richards & Son,40.68076709282191,-73.84551780340993,Shop & Service
Ozone Park,40.680708468265415,-73.84320266173447,Modell's Sporting Goods,40.680735660296506,-73.84432554244995,Sporting Goods Shop
Ozone Park,40.680708468265415,-73.84320266173447,Crossbay Deli,40.679862122655784,-73.84455111582238,Deli / Bodega
Ozone Park,40.680708468265415,-73.84320266173447,Peking House,40.68076,-73.842563,Chinese Restaurant
Ozone Park,40.680708468265415,-73.84320266173447,Century Deli & Grocery,40.68033060971935,-73.84166552313279,Deli / Bodega
Ozone Park,40.680708468265415,-73.84320266173447,Kennedy Fried Chicken,40.6805094,-73.8421451,Fast Food Restaurant
